ID,Growth,Production,BGC type
ASPT,0.9882080585490426,1.061758638476349,T1PKS
GLYCL,0.9689399980181428,1.0282204807338573,T1PKS
FUM,0.9890228034680896,1.0251462716464836,T1PKS
MCOALY,0.9890228031539265,1.0251462716239,T1PKS
PSERT,0.9598729556878586,1.0234657039900805,T1PKS
PSP_L,0.9598729556878554,1.023465703986167,T1PKS
PGCD,0.959872955687857,1.0234657039857442,T1PKS
AGT,0.9651161436478296,1.0234657039760005,T1PKS
GHMT2r,0.96139066501846,1.0234657039641044,T1PKS
ASPTA,0.9919743308843617,1.0134968821988162,T1PKS
