ID,Growth,Production,BGC type
ASPT,0.9882080585490471,1.035441543979596,T1PKS
GLYCL,0.9689399980181276,1.006827468550895,T1PKS
ASPTA,0.9919743308843715,1.0053664784059602,T1PKS
PGCD,0.9598729556878551,1.0042131512342902,T1PKS
PSERT,0.9598729556878502,1.0042131512333698,T1PKS
PSP_L,0.9598729556878558,1.0042131512290162,T1PKS
AGT,0.9651161436478252,1.0042131512095291,T1PKS
GHMT2r,0.961390665322962,1.0042131512084023,T1PKS
MCOALY,0.9890228031539243,1.0032849743134495,T1PKS
FUM,0.9890228031539291,1.0032849743062722,T1PKS
