ID,Growth,Production,BGC type
ASPT,0.9882080585490515,1.0440626611413872,T1PKS
GLYCL,0.9689399977142762,1.0110834727640403,T1PKS
MCOALY,0.989022803468086,1.0080605004688288,T1PKS
FUM,0.989022803468089,1.008060500433441,T1PKS
ASPTA,0.991974330884371,1.008060500429506,T1PKS
GHMT2r,0.9613906653229642,1.0064079422264687,T1PKS
AGT,0.9651161436478249,1.0064079422259975,T1PKS
PSERT,0.9598729553822752,1.006407942225956,T1PKS
PSP_L,0.9598729553822752,1.006407942225956,T1PKS
PGCD,0.9598729553822821,1.0064079422154324,T1PKS
