ID,Growth,Production,BGC type
ASPT,0.9882080588668499,1.0413632747938362,T1PKS
ASPTA,0.9919743311994024,1.0072202166547237,T1PKS
GLYCL,0.9689399980181342,1.007220216601124,T1PKS
FUM,0.9890228031539295,1.0072202165984159,T1PKS
MCOALY,0.989022803153931,1.0072202165978517,T1PKS
PGCD,0.9598729556878565,1.0012603336817758,T1PKS
AGT,0.965116143647828,1.0012603336678432,T1PKS
PSP_L,0.9598729553822786,1.0012603336664017,T1PKS
GHMT2r,0.9613906650184576,1.0012603336563501,T1PKS
PSERT,0.9598729553822772,1.0012603336562158,T1PKS
