ID,Growth,Production,BGC type
ASPT,0.9882080588668392,1.0417939461334467,T1PKS
GLYCL,0.9689399980181274,1.0107828234707656,T1PKS
PSERT,0.9598729556878458,1.0080983510841852,T1PKS
PGCD,0.959872955687848,1.008098351078822,T1PKS
GHMT2r,0.9613906653229557,1.0080983510631658,T1PKS
AGT,0.9651161436478165,1.0080983510602772,T1PKS
PSP_L,0.9598729553822637,1.0080983510499264,T1PKS
ASPTA,0.9919743311994017,1.0073544768551297,T1PKS
MCOALY,0.9890228031539161,1.0032089851534605,T1PKS
FUM,0.9890228031539161,1.003208985150649,T1PKS
