ID,Growth,Production,BGC type
ASPT,0.9882080585490645,1.038499272171373,transAT-PKS
GLYCL,0.9689399980181416,1.0160397642789636,transAT-PKS
MCOALY,0.9890228034680971,1.0141805555222556,transAT-PKS
FUM,0.9890228034680982,1.0141805555221213,transAT-PKS
AGT,0.9651161433450722,1.0079829155423956,transAT-PKS
ASPTA,0.991974330884379,1.0063254565351507,transAT-PKS
GHMT2r,0.9613906653229788,1.0032727149976557,transAT-PKS
PSP_L,0.9598729556878742,1.0032727149969454,transAT-PKS
PSERT,0.9598729553822847,1.003272714990692,transAT-PKS
PGCD,0.9598729556878726,1.0032727149887646,transAT-PKS
