ID,Growth,Production,BGC type
ASPT,0.9882080585490476,1.032265342963184,NRPS
GLYCL,0.9689399980181379,1.0053348102768376,NRPS
ASPTA,0.991974330884372,1.0043662796297101,NRPS
PSP_L,0.9598729556878549,1.0033977490323371,NRPS
PGCD,0.9598729556878544,1.003397749007806,NRPS
PSERT,0.9598729556878536,1.0033977490063277,NRPS
GHMT2r,0.9613906653229555,1.0033977489847312,NRPS
AGT,0.9651161436478298,1.0033977489841734,NRPS
FUM,0.9890228031539263,1.0021092767625848,NRPS
MCOALY,0.9890228031539263,1.002109276762088,NRPS
