ID,Growth,Production,BGC type
ASPT,0.9882080588668558,1.0438267147903437,T1PKS
GLYCL,0.9689399977142713,1.0138222639820094,T1PKS
PGCD,0.9598729556878597,1.0122540295961326,T1PKS
GHMT2r,0.9613906653229732,1.0122540295821425,T1PKS
PSP_L,0.9598729553822759,1.0122540295790114,T1PKS
AGT,0.9651161436478356,1.0122540295734364,T1PKS
PSERT,0.9598729553822808,1.0122540295699762,T1PKS
ASPTA,0.9919743311994162,1.0079871709591675,T1PKS
MCOALY,0.9890228034680905,1.0036795334652613,T1PKS
FUM,0.9890228031539334,1.0036795334506694,T1PKS
