ID,Growth,Production,BGC type
ASPT,0.9882080585490313,1.025383574030868,NRPS
FUM,0.9890228034680885,1.004457378645654,NRPS
ASPTA,0.9919743308843701,1.0044573786281712,NRPS
MCOALY,0.9890228031539282,1.0044573786153412,NRPS
AGT,0.9651161433450703,1.0040914561006915,NRPS
PSERT,0.9598729556878564,1.0040914560967522,NRPS
PSP_L,0.9598729556878611,1.0040914560941587,NRPS
GHMT2r,0.961390665322969,1.004091456092816,NRPS
PGCD,0.9598729553822701,1.0040914560623526,NRPS
GLYCL,0.968939997714284,1.0018180090955153,NRPS
