ID,Growth,Production,BGC type
ASPT,0.9882080585490507,1.0395519218389897,T1PKS
GLYCL,0.96893999775896,1.0074379115913725,T1PKS
ASPTA,0.9919743308843718,1.0066547091304485,T1PKS
GHMT2r,0.9613906653229637,1.0035356730879859,T1PKS
PSP_L,0.9598729553822716,1.0035356730776201,T1PKS
PGCD,0.9598729553822744,1.0035356730744955,T1PKS
AGT,0.965116143647829,1.0035356730703433,T1PKS
PSERT,0.9598729553822734,1.003535673066832,T1PKS
MCOALY,0.9890228031539208,1.0026883785222687,T1PKS
FUM,0.9890228031539233,1.002688378520449,T1PKS
