ID,Growth,Production,BGC type
ASPT,0.9882080588668408,1.0549085827422613,T1PKS
FUM,0.9890228034680771,1.0219426895523311,T1PKS
MCOALY,0.9890228034680754,1.0219426895490995,T1PKS
GLYCL,0.9689399977142713,1.0191811798335007,T1PKS
PSERT,0.9598729556878528,1.0119660893452256,T1PKS
AGT,0.9651161433450617,1.0119660893349764,T1PKS
PGCD,0.9598729556878435,1.0119660893344804,T1PKS
GHMT2r,0.9613906650184466,1.011966089324324,T1PKS
PSP_L,0.9598729553822702,1.011966089307689,T1PKS
ASPTA,0.991974331199409,1.0114071978987795,T1PKS
