ID,Growth,Production,BGC type
ASPT,0.9882080588668544,1.0463083435615612,T1PKS
FUM,0.9890228034680905,1.0128881753595032,T1PKS
MCOALY,0.9890228031539341,1.0128881753335053,T1PKS
GLYCL,0.9689399980181372,1.0113799607642688,T1PKS
ASPTA,0.9919743311994141,1.0087573100419605,T1PKS
PGCD,0.9598729554298858,1.0047474521548723,T1PKS
PSERT,0.9598729554298858,1.0047474521528408,T1PKS
AGT,0.9651161433450658,1.004747452149481,T1PKS
GHMT2r,0.961390665322975,1.0047474521464268,T1PKS
PSP_L,0.9598729553822752,1.0047474521460833,T1PKS
