ID,Growth,Production,BGC type
ASPT,0.9882080588668419,1.0492673603820848,T1PKS
FUM,0.9890228034680862,1.019288292934491,T1PKS
MCOALY,0.9890228031539331,1.0192882929230278,T1PKS
GLYCL,0.9689399980181276,1.0117689530688043,T1PKS
ASPTA,0.9919743311994108,1.0096723656553934,T1PKS
PSERT,0.9598729556878505,1.0025786487987085,T1PKS
PSP_L,0.9598729556878542,1.0025786487984518,T1PKS
PGCD,0.9598729556878597,1.0025786487945234,T1PKS
GHMT2r,0.9613906653229662,1.0025786487924013,T1PKS
AGT,0.9651161436478289,1.0025786487707453,T1PKS
