ID,Growth,Production,BGC type
ASPT,0.9882080585490534,1.0417939460983456,T1PKS
GLYCL,0.9689399977142727,1.0107828234875689,T1PKS
PSERT,0.9598729556878577,1.0080983510721653,T1PKS
PSP_L,0.9598729556878618,1.008098351060611,T1PKS
PGCD,0.9598729556878614,1.0080983510551034,T1PKS
AGT,0.9651161436478286,1.0080983510440302,T1PKS
GHMT2r,0.9613906650184633,1.0080983510440207,T1PKS
ASPTA,0.9919743311994095,1.0073544768527811,T1PKS
FUM,0.9890228034680882,1.003208985171114,T1PKS
MCOALY,0.9890228031539291,1.0032089851520203,T1PKS
