ID,Growth,Production,BGC type
ASPT,0.9882080585490469,1.0445409307896716,T1PKS
GLYCL,0.9689399980181441,1.0111467089055546,T1PKS
FUM,0.9890228031539332,1.0090865389058363,T1PKS
MCOALY,0.9890228031539291,1.009086538904891,T1PKS
ASPTA,0.9919743308843587,1.0082090723647787,T1PKS
PSP_L,0.9598729556878591,1.006053243999305,T1PKS
PGCD,0.9598729556878539,1.006053243992732,T1PKS
PSERT,0.9598729556878547,1.0060532439915209,T1PKS
AGT,0.9651161433450635,1.006053243985659,T1PKS
GHMT2r,0.9613906653229696,1.006053243979886,T1PKS
