ID,Growth,Production,BGC type
ASPT,0.9882080585490579,1.0407497156204677,T1PKS
ASPTA,0.9919743308843781,1.0070288117461383,T1PKS
GLYCL,0.9689399980181413,1.006865953616634,T1PKS
FUM,0.9890228031987471,1.0062878045612142,T1PKS
MCOALY,0.9890228031539308,1.0062878045159214,T1PKS
PSERT,0.9598729556878608,1.001157307473668,T1PKS
AGT,0.965116143647822,1.0011573074648656,T1PKS
GHMT2r,0.961390665322973,1.0011573074475115,T1PKS
PSP_L,0.9598729553822763,1.0011573074356597,T1PKS
PGCD,0.9598729553822787,1.0011573074310296,T1PKS
