ID,Growth,Production,BGC type
ASPT,0.988208058866859,1.0402769545791175,T1PKS
GLYCL,0.968939998018143,1.0085187504510604,T1PKS
ASPTA,0.9919743311994126,1.0068812257165438,T1PKS
PGCD,0.959872955687862,1.0050087890282429,T1PKS
GHMT2r,0.9613906650184602,1.0050087890179065,T1PKS
PSERT,0.9598729556878645,1.0050087890127926,T1PKS
AGT,0.965116143389092,1.005008788996351,T1PKS
PSP_L,0.9598729553822839,1.0050087889901076,T1PKS
FUM,0.989022803468096,1.002856920239303,T1PKS
MCOALY,0.9890228031539339,1.0028569202318287,T1PKS
