ID,Growth,Production,BGC type
ASPT,0.9882080585490535,1.050039448175063,transAT-PKS-like
FUM,0.9890228034680879,1.0196524545462629,transAT-PKS-like
MCOALY,0.9890228031539313,1.0196524545167913,transAT-PKS-like
AGT,0.9651161436478297,1.0125882906723296,transAT-PKS-like
ASPTA,0.991974330884372,1.0099105520953937,transAT-PKS-like
GLYCL,0.9689399977142743,1.0093716952893053,transAT-PKS-like
GHMT2r,0.9613906653229616,1.0038590812998587,transAT-PKS-like
PGCD,0.959872955687864,1.003859081291258,transAT-PKS-like
PSP_L,0.9598729553822734,1.0038590812840233,transAT-PKS-like
PSERT,0.959872955382277,1.0038590812656818,transAT-PKS-like
