ID,Growth,Production,BGC type
ASPT,0.9882080585490584,1.046302102431937,transAT-PKS
GLYCL,0.9689399980181356,1.0207893240686412,transAT-PKS
MCOALY,0.9890228034680907,1.01788713892643,transAT-PKS
FUM,0.9890228031539412,1.0178871388892483,transAT-PKS
AGT,0.9651161436478326,1.0140077876049496,transAT-PKS
PGCD,0.9598729556878608,1.0106983627345032,transAT-PKS
PSERT,0.9598729556878651,1.010698362726031,transAT-PKS
PSP_L,0.9598729556878656,1.010698362722777,transAT-PKS
GHMT2r,0.9613906650184603,1.0106983627146309,transAT-PKS
ASPTA,0.9919743308843748,1.008755376295727,transAT-PKS
