ID,Growth,Production,BGC type
ASPT,0.9882080585490581,1.0393149598916385,T1PKS
GLYCL,0.9689399977142793,1.0070851530327964,T1PKS
ASPTA,0.9919743311994106,1.0065806305025669,T1PKS
PGCD,0.9598729556878572,1.0030547070396594,T1PKS
PSERT,0.9598729556878572,1.0030547070396594,T1PKS
AGT,0.965116143345067,1.0030547070344311,T1PKS
GHMT2r,0.9613906650184578,1.0030547070260365,T1PKS
PSP_L,0.9598729553822818,1.0030547070092153,T1PKS
MCOALY,0.9890228034680896,1.002633255462576,T1PKS
FUM,0.989022803468089,1.0026332554619501,T1PKS
