ID,Growth,Production,BGC type
ASPT,0.9882080585490589,1.0440626611305903,T1PKS
GLYCL,0.9689399980181437,1.0110834727299647,T1PKS
MCOALY,0.9890228034680807,1.008060500458572,T1PKS
FUM,0.9890228034680923,1.0080605004579901,T1PKS
ASPTA,0.9919743308843744,1.0080605004363057,T1PKS
PSERT,0.9598729556878217,1.006407942292905,T1PKS
PSP_L,0.9598729556878466,1.0064079422494714,T1PKS
PGCD,0.9598729556878625,1.006407942238539,T1PKS
GHMT2r,0.9613906653229755,1.0064079422219956,T1PKS
AGT,0.965116143647841,1.006407942216051,T1PKS
