ID,Growth,Production,BGC type
ASPT,0.9882080585490471,1.046308343535846,T1PKS
FUM,0.9890228034680816,1.0128881753697037,T1PKS
MCOALY,0.9890228034680846,1.0128881753670285,T1PKS
GLYCL,0.9689399977142635,1.011379960797604,T1PKS
ASPTA,0.991974330884369,1.0087573100355904,T1PKS
PSP_L,0.9598729556878546,1.0047474521730189,T1PKS
PSERT,0.9598729556878526,1.00474745217186,T1PKS
PGCD,0.9598729553822659,1.0047474521683764,T1PKS
GHMT2r,0.961390665322946,1.0047474521667277,T1PKS
AGT,0.9651161436478282,1.0047474521556297,T1PKS
