ID,Growth,Production,BGC type
ASPT,0.9882080588668505,1.0460288808767861,T1PKS
GLYCL,0.968939998018141,1.01712222793735,T1PKS
PGCD,0.959872955382272,1.016776385633043,T1PKS
PSP_L,0.9598729553822701,1.0167763856326593,T1PKS
AGT,0.9651161436478336,1.0167763856295804,T1PKS
GHMT2r,0.9613906653229692,1.0167763856274923,T1PKS
PSERT,0.9598729553822722,1.0167763856267962,T1PKS
ASPTA,0.9919743311994095,1.0086707065642264,T1PKS
FUM,0.9890228034680886,1.0041877256489464,T1PKS
MCOALY,0.989022803468091,1.0041877256413967,T1PKS
