ID,Growth,Production,BGC type
ASPT,0.988208058866859,1.054908582751827,T1PKS
MCOALY,0.9890228034680901,1.0219426895509092,T1PKS
FUM,0.9890228034680912,1.0219426895390828,T1PKS
GLYCL,0.9689399977142804,1.0191811798541874,T1PKS
PGCD,0.9598729556878639,1.0119660893282818,T1PKS
AGT,0.96511614364783,1.011966089321927,T1PKS
PSP_L,0.9598729553822798,1.0119660893095892,T1PKS
GHMT2r,0.9613906650184599,1.011966089306187,T1PKS
PSERT,0.9598729553822714,1.0119660892919853,T1PKS
ASPTA,0.9919743311994128,1.011407197911051,T1PKS
