ID,Growth,Production,BGC type
ASPT,0.9882080585490447,1.022268668028279,NRPS
AGT,0.9651161433450655,1.01312766657085,NRPS
PGCD,0.9598729556878532,1.0131276665612519,NRPS
GHMT2r,0.9613906653229568,1.013127666552952,NRPS
PSERT,0.9598729553822665,1.0131276665511453,NRPS
PSP_L,0.9598729553822706,1.013127666547789,NRPS
GLYCL,0.9689399977142822,1.0088864204449843,NRPS
MCOALY,0.9890228031539214,1.006378481503314,NRPS
FUM,0.9890228031539303,1.0063784815025967,NRPS
ASPTA,0.991974330884374,1.0063784814973762,NRPS
