ID,Growth,Production,BGC type
ASPT,0.9882080588668494,1.0477966747287486,T1PKS
FUM,0.9890228031539291,1.0174595772501274,T1PKS
MCOALY,0.9890228031539335,1.0174595772490742,T1PKS
GLYCL,0.9689399980181332,1.010628981132377,T1PKS
ASPTA,0.9919743311994134,1.0092180048429995,T1PKS
GHMT2r,0.9613906650184479,1.0017360712105075,T1PKS
PGCD,0.9598729553822752,1.0017360711964165,T1PKS
AGT,0.9651161436478356,1.0017360711951258,T1PKS
PSERT,0.9598729553822791,1.001736071187656,T1PKS
PSP_L,0.9598729553822809,1.0017360711666357,T1PKS
