ID,Growth,Production,BGC type
ASPT,0.9882080585490598,1.0396579855600971,transAT-PKS-like
GLYCL,0.9689399980181419,1.01842421220452,transAT-PKS-like
FUM,0.9890228031539285,1.0147327808144615,transAT-PKS-like
MCOALY,0.9890228031539358,1.0147327807943363,transAT-PKS-like
AGT,0.9651161436478327,1.0095463602900316,transAT-PKS-like
ASPTA,0.9919743308843882,1.0066878591767077,transAT-PKS-like
PSP_L,0.9598729553822344,1.003751031074194,transAT-PKS-like
PSERT,0.9598729556878223,1.0037510310487048,transAT-PKS-like
PGCD,0.9598729556878591,1.0037510310252948,transAT-PKS-like
GHMT2r,0.9613906650184679,1.0037510310070132,transAT-PKS-like
