ID,Growth,Production,BGC type
ASPT,0.9882080588668551,1.0549085827316467,NRPS
MCOALY,0.9890228034680861,1.0219426895523587,NRPS
FUM,0.9890228031539288,1.0219426895194565,NRPS
GLYCL,0.9689399977142755,1.0191811798144417,NRPS
GHMT2r,0.9613906650184202,1.0119660893798998,NRPS
PGCD,0.9598729556878537,1.011966089332083,NRPS
PSERT,0.9598729556878537,1.011966089332083,NRPS
PSP_L,0.9598729556878658,1.0119660893217757,NRPS
AGT,0.965116143647834,1.0119660893111893,NRPS
ASPTA,0.9919743311994117,1.0114071978883887,NRPS
