ID,Growth,Production,BGC type
ASPT,0.988208058549047,1.0417505479633231,NRPS
GLYCL,0.9689399977142694,1.0089494679642712,NRPS
ASPTA,0.9919743311994045,1.0073409510458642,NRPS
MCOALY,0.989022803198738,1.0056800426425816,NRPS
FUM,0.9890228031539307,1.0056800426083576,NRPS
PGCD,0.9598729556878586,1.0043936475117499,NRPS
PSERT,0.9598729556878586,1.0043936475117499,NRPS
AGT,0.9651161433450856,1.0043936475027295,NRPS
GHMT2r,0.9613906653229558,1.004393647496037,NRPS
PSP_L,0.9598729553822698,1.0043936474822153,NRPS
