ID,Growth,Production,BGC type
ASPT,0.9882080588668594,1.0617586384553312,T1PKS
GLYCL,0.9689399977142849,1.0282204807410777,T1PKS
MCOALY,0.9890228034680936,1.0251462716188657,T1PKS
FUM,0.9890228031539374,1.0251462716001745,T1PKS
PGCD,0.9598729556878661,1.023465703970662,T1PKS
PSP_L,0.9598729556878678,1.023465703967041,T1PKS
PSERT,0.9598729556878678,1.0234657039607704,T1PKS
AGT,0.9651161433450755,1.0234657039466304,T1PKS
GHMT2r,0.9613906650184666,1.0234657039336776,T1PKS
ASPTA,0.9919743311994196,1.0134968821830932,T1PKS
