ID,Growth,Production,BGC type
ASPT,0.9882080588668644,1.0459198627298287,T1PKS
MCOALY,0.9890228034680866,1.01379948309987,T1PKS
FUM,0.9890228031539359,1.0137994830726709,T1PKS
GLYCL,0.9689399977142817,1.010101243691813,T1PKS
ASPTA,0.9919743311994146,1.0086369141230571,T1PKS
PSERT,0.9598729556878559,1.0025402622986352,T1PKS
PGCD,0.9598729556878587,1.0025402622937483,T1PKS
GHMT2r,0.9613906650621342,1.002540262291902,T1PKS
PSP_L,0.9598729556878628,1.0025402622915784,T1PKS
AGT,0.9651161433450666,1.0025402622884076,T1PKS
