ID,Growth,Production,BGC type
ASPT,0.9882080588668457,1.040964552379191,T1PKS
ASPTA,0.9919743311993992,1.0070958492634419,T1PKS
GLYCL,0.9689399980181284,1.0069900173807698,T1PKS
FUM,0.9890228034680753,1.0066142156584474,T1PKS
MCOALY,0.9890228031539179,1.0066142156344666,T1PKS
PGCD,0.9598729556878467,1.001193393325428,T1PKS
GHMT2r,0.9613906650621229,1.0011933933145147,T1PKS
PSP_L,0.9598729553822606,1.0011933933013717,T1PKS
AGT,0.9651161436478212,1.0011933932963382,T1PKS
PSERT,0.9598729553822605,1.0011933932956052,T1PKS
