ID,Growth,Production,BGC type
ASPT,0.9882080588668524,1.039911752904217,T1PKS
GLYCL,0.9689399980181282,1.0079742265717087,T1PKS
ASPTA,0.991974331199408,1.0067671552199813,T1PKS
AGT,0.9651161433450691,1.0042664916429889,T1PKS
PGCD,0.959872955687855,1.004266491631461,T1PKS
PSP_L,0.9598729553822696,1.0042664916278712,T1PKS
GHMT2r,0.9613906653229632,1.0042664916187252,T1PKS
PSERT,0.9598729553822748,1.0042664916180466,T1PKS
MCOALY,0.9890228031539269,1.0027720474361785,T1PKS
FUM,0.9890228031539293,1.00277204743586,T1PKS
