ID,Growth,Production,BGC type
ASPT,0.9882080585490565,1.0383142863507284,transAT-PKS
FUM,0.9890228034680894,1.0140923357071205,transAT-PKS
MCOALY,0.9890228031539345,1.0140923356665945,transAT-PKS
GLYCL,0.9689399977142867,1.012199676348109,transAT-PKS
AGT,0.9651161436478289,1.0094666415074065,transAT-PKS
ASPTA,0.991974330884375,1.0062675491464996,transAT-PKS
PSERT,0.9598729556878607,1.0010262849871059,transAT-PKS
PGCD,0.959872955687857,1.0010262849843643,transAT-PKS
GHMT2r,0.9613906653229655,1.0010262849693004,transAT-PKS
PSP_L,0.9598729553822782,1.0010262849452802,transAT-PKS
