ID,Growth,Production,BGC type
ASPT,0.9882080588668549,1.0415346644263956,T1PKS
GLYCL,0.9689399977142756,1.0086353287520249,T1PKS
ASPTA,0.991974331199413,1.0072736557380841,T1PKS
MCOALY,0.9890228031539323,1.0056196759837168,T1PKS
FUM,0.9890228034680943,1.005619675971945,T1PKS
PSERT,0.959872955429878,1.0039711191543677,T1PKS
PGCD,0.9598729556878675,1.003971119139814,T1PKS
PSP_L,0.9598729553822755,1.0039711191380076,T1PKS
GHMT2r,0.9613906653229639,1.0039711191369516,T1PKS
AGT,0.9651161433450686,1.0039711191246732,T1PKS
