ID,Growth,Production,BGC type
ASPT,0.9882080585490544,1.0503145333669364,transAT-PKS
MCOALY,0.9890228031539242,1.0197821341557975,transAT-PKS
FUM,0.989022803153927,1.0197821341503024,transAT-PKS
GLYCL,0.9689399977142747,1.0131427058989078,transAT-PKS
ASPTA,0.9919743308843705,1.0099953574454272,transAT-PKS
GHMT2r,0.9613906653229664,1.0043156180318642,transAT-PKS
AGT,0.9651161436478256,1.0043156180276451,transAT-PKS
PGCD,0.9598729553822775,1.004315618023297,transAT-PKS
PSERT,0.9598729553822773,1.0043156180147426,transAT-PKS
PSP_L,0.9598729553822781,1.004315618013375,transAT-PKS
