ID,Growth,Production,BGC type
ASPT,0.9882080585490469,1.0415346643880177,T1PKS
GLYCL,0.9689399977142743,1.008635328755768,T1PKS
ASPTA,0.9919743308843745,1.007273655709353,T1PKS
MCOALY,0.989022803468088,1.0056196759995937,T1PKS
FUM,0.9890228034680927,1.0056196759756804,T1PKS
PSP_L,0.9598729554298778,1.003971119151868,T1PKS
AGT,0.9651161433890776,1.0039711191371266,T1PKS
GHMT2r,0.9613906650184603,1.0039711191289533,T1PKS
PGCD,0.9598729554298812,1.003971119124533,T1PKS
PSERT,0.9598729554298812,1.003971119124533,T1PKS
