ID,Growth,Production,BGC type
ASPT,0.9882080588668557,1.049267360372254,transAT-PKS
MCOALY,0.989022803153931,1.0192882929181304,transAT-PKS
FUM,0.9890228031539323,1.0192882929174203,transAT-PKS
GLYCL,0.968939998018123,1.0117689530891036,transAT-PKS
ASPTA,0.9919743311994133,1.009672365645243,transAT-PKS
PGCD,0.9598729556878571,1.0025786487975603,transAT-PKS
PSERT,0.9598729556878556,1.0025786487909338,transAT-PKS
GHMT2r,0.9613906650184592,1.0025786487820314,transAT-PKS
PSP_L,0.9598729556878586,1.0025786487788806,transAT-PKS
AGT,0.9651161436478266,1.0025786487787596,transAT-PKS
