ID,Growth,Production,BGC type
ASPT,0.9882080585490566,1.047011990692813,T1PKS
MCOALY,0.9890228034680869,1.0152843546646597,T1PKS
FUM,0.9890228031539324,1.0152843546226538,T1PKS
GLYCL,0.9689399977142806,1.010857757341696,T1PKS
ASPTA,0.9919743311994179,1.0089752262499658,T1PKS
PSERT,0.9598729556878647,1.0029822633963337,T1PKS
PSP_L,0.9598729556878639,1.0029822633934817,T1PKS
PGCD,0.9598729556878641,1.0029822633904277,T1PKS
GHMT2r,0.9613906653229701,1.0029822633778132,T1PKS
AGT,0.9651161436478335,1.0029822633735743,T1PKS
