ID,Growth,Production,BGC type
ASPT,0.9882080588668518,1.0570397111977308,T1PKS
MCOALY,0.9890228034680929,1.0229416559992592,T1PKS
FUM,0.9890228034680955,1.0229416559833802,T1PKS
GLYCL,0.9689399977142776,1.0219888414792133,T1PKS
PGCD,0.9598729556878615,1.0155318613287618,T1PKS
AGT,0.9651161436478286,1.0155318613214346,T1PKS
GHMT2r,0.9613906653229684,1.0155318613202085,T1PKS
PSERT,0.9598729556878592,1.0155318613181166,T1PKS
PSP_L,0.9598729553822787,1.0155318612881843,T1PKS
ASPTA,0.9919743311994162,1.012059297951984,T1PKS
