ID,Growth,Production,BGC type
ASPT,0.9882080588668568,1.052910649826445,T1PKS
MCOALY,0.9890228034680949,1.021004266511654,T1PKS
FUM,0.9890228031539349,1.02100426647251,T1PKS
GLYCL,0.9689399977142825,1.0165527306171855,T1PKS
ASPTA,0.9919743311994139,1.0107942238364367,T1PKS
PSERT,0.9598729556878595,1.0086328676929173,T1PKS
PGCD,0.9598729556878632,1.0086328676917675,T1PKS
GHMT2r,0.9613906650184617,1.008632867684114,T1PKS
PSP_L,0.9598729553822866,1.0086328676691267,T1PKS
AGT,0.9651161436478389,1.0086328676634178,T1PKS
